,flow
303,6.994044878048784e-05
304,0.00013064768780487803
305,0.0003186572487804878
306,0.0004627310048780488
307,0.0005250886243902438
308,0.0005664373463414635
309,0.0005901225365853659
310,0.0006023888780487804
311,0.0006243790829268292
312,0.0006360655609756097
313,0.0006514542439024389
314,0.0006477074341463416
315,0.0006410167024390244
316,0.0006464584975609757
317,0.0006438714146341463
318,0.0006295532487804879
319,0.0006322741463414633
320,0.000624022243902439
321,0.0006154135024390244
322,0.0006086781658536586
323,0.0006014521756097563
324,0.000578882107317073
325,0.0005852606048780487
326,0.0005776331707317072
327,0.0005571595317073172
328,0.0005553753365853658
329,0.0005555983609756098
330,0.0005493536780487805
331,0.000549041443902439
332,0.0005373549658536586
333,0.0005239735024390243
334,0.0005200928780487805
335,0.000512064
336,0.0004980134634146341
337,0.000498682536585366
338,0.0004908320780487804
339,0.00047794126829268295
340,0.0004795916487804878
341,0.00047646930731707314
342,0.00046844042926829255
343,0.0004642475707317072
344,0.0004643813853658535
345,0.00045340858536585364
346,0.00045880577560975595
347,0.0004538100292682928
348,0.00043757385365853657
349,0.0004423911804878049
350,0.0004393134439024391
351,0.00042022255609756095
352,0.00043034786341463425
353,0.00042633342439024385
354,0.00041634193170731707
355,0.0004135764292682926
356,0.0004145577365853658
357,0.00040434321951219514
358,0.0004060382048780487
359,0.00040264823414634156
360,0.00039011426341463407
361,0.0003905157073170731
362,0.000393816468292683
363,0.00038494009756097564
364,0.0003924783219512195
365,0.0003907833365853658
366,0.00037700042926829273
367,0.00038409260487804874
368,0.00037311980487804875
369,0.0003606304390243903
370,0.00036687512195121943
371,0.0003680348487804879
372,0.00034823028292682925
373,0.0003586678243902439
374,0.0003519770926829268
375,0.00033993377560975605
376,0.0003398445658536585
377,0.00033123582439024393
378,0.0003308789853658535
379,0.00033052214634146345
380,0.00032432206829268286
381,0.00031647160975609753
382,0.000320842887804878
383,0.000319237112195122
384,0.0002977375609756097
385,0.00030371461463414627
386,0.00030648011707317074
387,0.0002971576975609756
388,0.0002968008585365854
389,0.0002971576975609756
390,0.000289574868292683
391,0.00028926263414634143
392,0.00028221506341463416
393,0.00026499758048780485
394,0.0002599572292682926
395,0.0002542031999999999
396,0.00025647804878048777
397,0.000259065131707317
398,0.00025094704390243904
399,0.00023743176585365854
400,0.00024144620487804878
401,0.00023850228292682926
402,0.00022570068292682933
403,0.00022596831219512194
404,0.00022503160975609752
405,0.00021967902439024383
406,0.00022173084878048782
407,0.00021361276097560977
408,0.00020161404878048784
409,0.00020268456585365857
410,0.0001988931512195122
411,0.00019929459512195124
412,0.0002068774243902439
413,0.00020014208780487808
414,0.00018943691707317076
415,0.00019242544390243906
416,0.0001982686829268293
417,0.0002048702048780488
418,0.00021089186341463414
419,0.00020808175609756093
420,0.0002081709658536585
421,0.00021392499512195128
422,0.0002211509853658536
423,0.00021829627317073165
424,0.0002215078243902439
425,0.0002231136
426,0.00020839399024390244
427,0.0002203034926829268
428,0.00021834087804878055
429,0.00023341732682926835
430,0.0002420706731707317
431,0.00023948359024390236
432,0.00023453244878048776
433,0.00023975121951219514
434,0.00023747637073170727
435,0.00022623594146341467
436,0.00022900144390243903
437,0.00022632515121951224
438,0.00023783320975609762
439,0.00024273974634146338
440,0.00024117857560975616
441,0.00022199847804878044
442,0.00023145471219512194
443,0.00022289057560975612
444,0.00022654817560975607
445,0.00022503160975609752
446,0.0002265927804878049
447,0.0002093306926829268
448,0.00021205159024390244
449,0.00021129330731707317
450,0.00020536085853658536
451,0.00022052651707317068
